Age,Region,Residence,Religion,Mothers_Education,Wealth_index,Birth_order,Wanted_pregnancy,Place_of_delivery,Husbands_education,Husbands_occupation,ANC_visit,Media_exposure
-0.025234355,0.033671767,0.06914018,0.010629436,-0.021455672,0.06890786,-0.002105773,0.028400024,0.82025087,0.09089089,0.015858646,0.3871728,-0.030755848
-0.037680205,0.04638827,0.08518054,-0.004990364,0.05074747,-0.1348652,-0.004077985,-0.12668,-1.9808526,0.090106264,0.012629503,-0.09322391,-0.042975016
0.030467056,0.13143943,0.033535592,-0.00547865,0.014007044,-0.14989232,0.02568736,0.039859522,1.0768543,0.08417018,0.01868295,-0.033060115,0.10519633
-0.03817024,-0.006849237,-0.010125065,-0.006471697,-0.10297355,-0.10245546,-0.010338091,0.035865627,-2.1798167,-0.13976549,0.011026975,-0.07411595,0.04340839
-0.014122971,0.22913459,0.049466755,-0.005888116,0.070576,0.08047909,0.012056133,0.023571992,1.0900092,0.020672023,0.026294492,-0.024557753,0.082514234
-0.006630701,0.097217865,0.02621423,0.003149519,0.06322995,-0.022120899,0.002686445,0.022604633,1.0520958,0.0912433,0.026843155,-0.06819712,-0.08533058
-0.001698035,0.22052264,0.04645433,-0.010405065,0.05543397,0.08027966,0.006172156,0.023386594,0.9931309,-0.004305403,0.027832346,-0.033044223,0.08871394
0.073353805,-0.03295668,0.007043778,0.017560307,0.10519281,0.018406928,0.02243356,0.03927031,1.0862889,0.09562047,0.01720126,-0.034713455,-0.016318234
-0.015010159,0.06367449,-0.007702,-0.003325677,0.17190662,-0.055455297,-0.047840916,0.0468614,-1.9961451,0.12830237,0.00715298,-0.10608329,0.05091987
-0.018431803,-0.09910321,0.050162103,-0.010870569,0.04048178,0.09121934,0.018064935,0.029749408,0.7698175,-0.025582891,0.018553352,0.37106973,0.007051304
-0.010069175,-0.10600767,-0.09790788,-0.012187204,0.043131527,-0.23310016,0.02280638,0.031772166,0.7048525,0.02596532,0.007443759,0.3437237,-0.012115727
-0.03171949,-0.02431878,-0.09897601,-0.009312071,-0.23960556,0.1337747,0.020588301,-0.01367294,0.67198133,-0.22556709,-0.5947823,0.56418616,-0.09294254
-0.035287425,-0.07554761,-0.14222805,-0.002853202,-0.1663911,-0.009589291,0.017567683,-0.012525111,0.92710483,-0.26303512,0.025819108,-0.052526116,0.1025613
0.1349704,0.111831225,-0.009433548,0.001202975,0.022841085,-0.1358533,0.07472515,0.04017361,-1.9937373,-0.07151823,0.008381503,-0.36928147,0.072655626
-0.031169672,-0.028793823,-0.025651297,-0.004453647,0.011925211,0.103568755,-0.014381656,0.028075298,-2.1379929,-0.097992554,0.01220448,-0.1017951,-0.053382732
-0.034121513,-0.085454464,-0.011551495,-0.006286476,-0.15618938,0.08102042,-0.020163592,0.030696467,1.0926008,0.03207555,0.028034639,-0.001251903,-0.094663285
-0.008470708,-0.005496043,0.013993138,-0.004102636,0.1147252,0.18350711,0.035108484,0.018857244,-1.7717804,0.21016808,0.009199761,-0.120261826,-0.061460983
-0.021959735,0.28057626,0.06517598,0.023750717,-0.061564427,0.2233888,0.014872214,0.018151328,-1.5383472,-0.09209981,-0.22626898,0.90557855,0.021181935
0.24873818,-0.08871858,0.029996388,-0.003808342,-0.1356921,-0.12184245,0.03481164,0.048218668,-2.136816,0.008317059,0.01087613,-0.08845019,-0.08587133
0.13477068,0.007869335,-0.021419767,-0.003533178,0.095986485,-0.19813685,-0.10970249,-0.14467415,-2.3197386,-0.06101916,0.010582662,-0.067358114,0.001376907
0.11256257,0.18776998,-0.02880083,-0.011456385,-0.08616315,-0.32370397,0.014045481,-0.26054978,-1.9001801,-0.10609843,0.006948047,0.6802664,-0.01273756
-0.007319276,0.17248484,0.016746892,-0.0007615,0.08164478,-0.011561275,0.003299929,0.023276838,1.0245059,0.07781569,0.021991894,-0.039787486,0.0812991
-0.032609597,-0.3049983,0.020762762,-0.006379199,-0.101305015,-0.02006385,-0.000179909,0.014920576,0.853266,-0.004034736,0.016625028,-0.13760929,-0.06540171
-0.012920933,0.1749386,0.00124052,-0.006914341,-0.016075568,0.24546254,-0.018151917,0.022484768,-1.9307626,0.18911286,0.011650271,-0.14374658,-0.089743905
-0.037037242,0.23413263,0.012561174,-0.004489657,-0.079681635,0.117603496,0.020107724,0.01574175,-1.8733556,-0.18146504,0.013234111,-0.09545618,-0.10189678
-0.031978272,0.25377768,0.007297152,-0.000673847,0.098575905,0.06795366,-0.00510813,-0.22175659,1.1190724,0.12177481,0.018937241,0.047280088,0.10610772
-0.0341046,-0.12447597,0.041182704,-0.004522943,-0.16094147,-0.011295266,0.006437698,0.040507473,1.1048638,-0.01921271,0.025247235,-0.039565038,0.085536435
-0.007929977,0.015506309,0.029902078,-0.011174821,-0.12787618,0.000509722,-0.1378007,0.055163912,1.0392022,-0.07455829,0.024704019,-0.002866727,0.044941455
0.010857541,-0.09205396,-0.010951079,-0.007900322,0.0453458,0.064355776,-0.025413526,0.005916951,0.88338923,0.08787384,0.019530337,0.35855517,-0.080709614
-0.05088762,-0.18590266,-0.017953316,0.000869673,-0.003159794,-0.10538189,0.01717441,-0.1617039,-2.1288888,-0.11034526,0.006004797,-0.6677069,0.084770724
-0.008376156,0.04654278,-0.08901542,-0.000218199,-0.025768805,0.15008906,0.014752295,0.02399259,0.95719934,0.15076202,0.02536844,-0.040406413,0.11470872
-0.010416689,0.056140073,0.07990943,-0.00431107,0.011184515,0.10624944,0.061186936,-0.06624502,-1.9330769,0.001474666,0.013459136,-0.09339321,0.08273588
-0.026120992,0.050074212,0.007784755,0.005070433,0.068143025,0.06774682,-0.015707185,0.020063419,-1.7439333,0.13583629,0.007496511,-0.55647606,0.055808116
-0.020004012,-0.26208088,0.012967695,-0.04632195,0.09441002,-0.035832115,-0.024213191,0.041441027,1.0308309,0.039474074,0.022135789,-0.083764985,-0.08676023
-0.013189968,-0.021377737,-0.1068071,-0.010644131,0.037514918,0.015354356,0.04869467,0.005345431,0.7876341,-0.005064705,0.017364481,0.28420857,0.005431557
-0.021823086,-0.028509825,0.00373875,0.002393783,-0.16776772,-0.018341763,-0.02805594,-0.17490828,1.0320388,0.033354532,0.025496246,0.013676483,0.01592868
-0.02515679,-0.013858016,0.04086581,-0.003807615,0.0792472,0.09104902,0.039665908,0.032747664,1.085051,0.029702907,0.021697784,-0.04350375,-0.052426614
-0.006906532,-0.16947997,0.02825336,-0.016282646,0.02547062,-0.19709598,-0.016068632,0.051112358,0.86021554,0.10484572,0.010837553,0.25655755,0.017691184
0.03730026,0.09728758,0.07003362,-0.005229278,-0.117479645,0.18194097,0.058121704,-0.13521318,-1.923578,-0.06361913,0.013340936,-0.14798734,-0.05850756
-0.053970624,-0.18887864,-0.03864658,-0.002824215,0.03777639,0.006980494,0.03887862,0.05185036,-2.0842743,-0.060480066,0.006917777,-0.49426687,0.081803724
-0.008980894,0.09385205,0.024787594,0.004916584,0.07126906,0.15371017,0.026457261,0.23459357,1.1116834,0.066862166,0.027739106,-0.051678076,-0.02091376
-0.011683495,0.040824395,0.012355486,-0.004418413,0.15522638,0.056399807,-0.018959314,0.014298809,-1.765025,0.09393219,-0.20921113,-0.1741717,0.060667295
